Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2024-01-01 00:00:00,Australia,Flinders Island,AU-TAS-FI,158.09,260.15,61.26,61.26,https://www.hydro.com.au/clean-energy/hybrid-energy-solutions/success-stories/flinders-island; Electricity Maps Estimation; hydro.com.au,,
