Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2024-01-01 00:00:00,USA,Southeastern Power Administration,US-SE-SEPA,429.31,499.08,40.00,14.87,eia.gov; Electricity Maps Estimation,,
