Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2024-01-01 00:00:00,Denmark,East Denmark,DK-DK2,71.56,130.72,88.16,76.84,entsoe.eu; Electricity Maps Estimation,,
