Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2024-01-01 00:00:00,Australia,Western Australia,AU-WA,327.98,395.13,41.13,41.13,opennem.org.au; Electricity Maps Estimation,,
