Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2024-01-01 00:00:00,USA,Florida Municipal Power Pool,US-FLA-FMPP,436.07,536.10,10.86,3.75,Electricity Maps Estimation; eia.gov,,
