Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2024-01-01 00:00:00,USA,Public Service Company of New Mexico,US-SW-PNM,296.69,346.37,56.34,54.54,Electricity Maps Estimation; eia.gov,,
