Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2024-01-01 00:00:00,USA,Duke Energy Progress West,US-CAR-CPLW,394.35,478.84,17.06,7.16,eia.gov; Electricity Maps Estimation,,
