Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2024-01-01 00:00:00,Guatemala,Guatemala,GT,289.71,370.30,54.79,54.79,wl12.amm.org.gt; Electricity Maps Estimation; amm.org.gt,,
