Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2024-01-01 00:00:00,USA,ISO New England,US-NE-ISNE,214.85,298.27,45.70,21.50,Electricity Maps Estimation; iso-ne.com,,
